Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
 V ,TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getDateOfBirthFormatWithException,12,1,9,0,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.global.DefaultRecordSectionTest,getEnabledElements,50,2,13,0,Metodo Longo
 V ,SERVICE,org.phenotips.ontology.internal.GeneNomenclature,search,32,9,22,2,Metodo Longo
 V ,ABSTRACTPHENOTIPSONTOLOGYPROPERTY,org.phenotips.data.internal.PhenoTipsFeature,findCategoriesObject,16,9,7,1,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.VersionsController,writeJSON,5,3,3,3,Muitos Parametros
" A, R, D, V, X ",TEST,org.phenotips.data.events.internal.PatientChangedEventSourceTest,firesPatientChangedEventsWhenPatientDocumentsChange,23,1,16,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,familyHistoryHeader,46,10,9,1,Alto Acoplamento Efferent
 V ,[PUSHPATIENTDATA],org.phenotips.data.push.internal.DefaultPushPatientData,getRemoteConfiguration,29,5,10,4,Muitos Desvios
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,addCollaboratorWithExistingObject,17,1,10,0,Alto Acoplamento Efferent
 V ,[PUSHPATIENTDATA],org.phenotips.data.push.internal.DefaultPushPatientData,sendPatient,39,7,16,8,Muitos Desvios
 V ,TREEMAP,org.phenotips.hpoa.utils.maps.AbstractNumericValueMap,sort,22,1,0,1,Metodo Longo
 V ,SERVICE,org.phenotips.data.push.internal.DefaultPushPatientService,sendPatient,16,7,8,5,Muitos Desvios
 X ,ENTITY,org.phenotips.data.securestorage.RemoteLoginData,setLoginToken,3,1,2,1,Muitos Parametros
 V ,XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,getURL,29,6,8,2,Metodo Longo
" A, R, D, V ",TEST,org.phenotips.tools.FormFieldTest,testDisplayEditWithYesSelected,47,1,8,0,Metodo Longo
 V ,XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,createAttachmentURL,36,10,11,7,Metodo Longo
 V ,[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,getPatientURL,28,7,7,0,Metodo Longo
 V ,SERVICE,org.phenotips.integration.lims247.script.PhenoTipsTokenAuthenticatorScriptService,isTokenValid,23,5,8,2,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.SpreadsheetExporter,write,39,13,11,2,Muitos Desvios
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54594PhenoTips994DataMigration,doInHibernate,42,9,18,1,Metodo Longo
" A, R, V, X ",[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,receivePatient,66,11,12,0,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,testNagativePropertiesNormalBehavior,67,1,16,0,Alto Acoplamento Efferent
 V ,CONTROLLER,org.phenotips.data.internal.controller.GeneListController,load,24,6,15,1,Metodo Longo
 V ,UNDEFINED,org.phenotips.tools.PropertyDisplayer,getCategoriesFromOntology,10,5,7,1,Muitos Desvios
 V ,[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,getFilteredVariants,34,4,14,1,Metodo Longo
 V ,[MEASUREMENTSCHARTCONFIGURATIONSFACTORY],org.phenotips.measurements.internal.DefaultMeasurementsChartConfigurationsFactory,getDoubleSetting,16,5,6,3,Muitos Parametros
 V ,VIEW,org.phenotips.data.events.internal.PatientCreatingEventSource,onEvent,17,5,10,3,Muitos Parametros
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,addCollaboratorWithNewObject,18,1,10,0,Alto Acoplamento Efferent
 V ,ABSTRACTFORMELEMENT,org.phenotips.tools.FormField,generateSelection,6,6,5,1,Muitos Desvios
" A, R, D, V, X ",TEST,org.phenotips.data.permissions.internal.R54590PhenoTips931DataMigrationTest,hibernateMigrate,67,1,24,0,Alto Acoplamento Efferent
 V ,SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getNames,24,5,8,1,Metodo Longo
 X ,ENTITY,org.phenotips.data.securestorage.LocalLoginToken,setLoginToken,4,1,4,1,Alto Acoplamento Efferent
" A, R, D, V, X ",[PATIENT],org.phenotips.data.internal.PhenoTipsPatient,updateDisordersFromJSON,24,5,13,4,Alto Acoplamento Efferent
" A, D, V, X ",TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,toStringTest,119,1,12,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,prenatalPerinatalHistoryBody,58,14,11,1,Muitos Desvios
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessTest,getAccessLevelWithCollaborator,16,1,10,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.ontology.internal.solr.SolrQueryUtils,enhanceParams,25,7,7,2,Metodo Longo
 V ,[RECORDCONFIGURATIONMANAGER],org.phenotips.configuration.internal.DefaultRecordConfigurationManager,getBoundConfiguration,15,3,9,0,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.data.events.internal.PatientChangedEventSourceTest,firesPatientChangedEventsWhenPatientDocumentsChange,23,1,16,0,Metodo Longo
" A, R, D, V ",TEST,org.phenotips.tools.FormFieldTest,testDisplayEditWithNothingSelected,47,1,8,0,Metodo Longo
" A, R, V, X ",[MEASUREMENTHANDLER| INITIALIZABLE],org.phenotips.measurements.internal.AbstractMeasurementHandler,readData,45,9,15,0,Alto Acoplamento Efferent
" A, R, V, X ",[GROUPMANAGER],org.phenotips.groups.internal.DefaultGroupManager,getGroupsForUser,40,9,14,1,Alto Acoplamento Efferent
" A, R, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R45391PhenoTips434DataMigration,doInHibernate,27,4,15,1,Alto Acoplamento Efferent
 V ,TREEMAP,org.phenotips.hpoa.utils.maps.AbstractCollectionMap,sort,22,1,0,1,Metodo Longo
 V ,[MEASUREMENTHANDLER| INITIALIZABLE],org.phenotips.measurements.internal.AbstractMeasurementHandler,readData,45,9,15,0,Muitos Desvios
 V ,VIEW,org.phenotips.data.events.internal.PatientDeletingEventSource,onEvent,17,6,9,3,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,prenatalPhenotypeBody,91,23,17,1,Muitos Desvios
 X ,ENTITY,org.phenotips.data.securestorage.PatientPushedToInfo,setLastPushTimeToNow,3,1,3,0,Alto Acoplamento Efferent
" A, R, V, X ",[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,receivePatient,66,11,12,0,Muitos Desvios
" A, D, V, X ",TEST,org.phenotips.data.script.PacientSpecificityScriptServiceTest,getScoreWithFeaturesCreatesStubPatient,45,4,12,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,phenotypeSetup,18,4,9,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.ConversionHelpers,sortFeaturesBySection,23,8,9,1,Muitos Desvios
" A, R, D, V, X ",[LIMSSERVER],org.phenotips.integration.lims247.internal.DefaultLimsServer,checkToken,36,6,16,3,Alto Acoplamento Efferent
" D, V ",[PATIENT],org.phenotips.data.internal.PhenoTipsPatient,updateFromJSON,30,6,12,1,Metodo Longo
" A, R, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54593PhenoTips949DataMigration,doInHibernate,32,6,15,1,Alto Acoplamento Efferent
" A, R, V, X ",[PUSHPATIENTDATA],org.phenotips.data.push.internal.DefaultPushPatientData,sendPatient,39,7,16,8,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,familyHistoryBody,73,18,15,1,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.permissions.internal.RightsUpdateEventListener,getCollaborators,26,8,13,1,Muitos Desvios
" A, V, X ",CONTROLLER,org.phenotips.data.internal.controller.AbstractSimpleController,load,21,5,12,1,Alto Acoplamento Efferent
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.permissions.internal.R54590PhenoTips931DataMigration,doInHibernate,35,6,15,1,Metodo Longo
 V ,TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getPhenotypeMapping,24,1,16,0,Metodo Longo
 V ,TEST,org.phenotips.ontology.internal.GeneNomenclatureTest,searchFetchesFromRemoteServer,23,1,12,0,Metodo Longo
" A, V, X ",[PUSHPATIENTDATA],org.phenotips.data.push.internal.DefaultPushPatientData,getRemoteConfiguration,29,5,10,4,Muitos Parametros
" A, R, D, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R50290PhenoTips477DataMigration,doInHibernate,42,10,20,1,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.security.authorization.internal.DefaultAuthorizationServiceTest,modulesAreCascadedUntilNonNullIsReturned,29,1,5,0,Metodo Longo
 V ,TEST,org.phenotips.data.events.internal.PatientCreatingEventSourceTest,firesPatientCreatingAndChangingEventsWhenNewPatientDocumentsAreBeingCreated,27,1,17,0,Metodo Longo
 V ,[DATATYPEMIGRATOR],org.phenotips.storage.migrators.internal.AbstractDataTypeMigrator,migrate,28,8,7,0,Metodo Longo
 V ,DAG,org.phenotips.hpoa.ontology.HPO,getInputFileHandler,22,6,10,2,Metodo Longo
" A, V, X ",SERVICE,org.phenotips.data.push.script.PushPatientScriptService,getRemoteConfiguration,3,1,4,4,Muitos Parametros
" A, V, X ",DAG,org.phenotips.hpoa.ontology.AbstractOntology,load,43,10,10,1,Muitos Desvios
 V ,VIEW,org.phenotips.data.securestorage.internal.SecureStorageRegistrationHandler,onEvent,6,1,3,3,Muitos Parametros
 V ,CONTROLLER,org.phenotips.data.internal.controller.ContactInformationController,writeJSON,22,9,6,3,Metodo Longo
 V ,VIEW,org.phenotips.ontology.listeners.PatientOntologyVersionRecorder,onEvent,32,8,12,3,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.phenotips.hpoa.ontology.DAG,load,62,15,13,1,Alto Acoplamento Efferent
 V ,CONTROLLER,org.phenotips.data.internal.controller.IdentifiersController,writeJSON,15,7,7,3,Muitos Desvios
 V ,VIEW,org.phenotips.data.events.internal.PatientCreatedEventSource,onEvent,11,3,9,3,Muitos Parametros
" D, V ",TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,propertyValueIsCheckedWhenSearchingCategories,21,1,11,0,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,removeCollaboratorWithExistingObject,13,1,9,0,Alto Acoplamento Efferent
" A, R, V, X ",SERVICE,org.phenotips.solr.HPOScriptService,index,33,8,14,2,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.tools.jetty.listener.NotifyListener,lifeCycleStarted,11,2,9,1,Alto Acoplamento Efferent
" A, D, V, X ",TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessTest,hasAccessLevel,18,1,12,0,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.measurements.internal.MeasurementAgeUpdater,onEvent,33,9,9,3,Muitos Parametros
 V ,[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,getConfiguration,38,6,11,0,Alto Acoplamento Efferent
 V ,[PATIENTINDEXER| INITIALIZABLE],org.phenotips.data.indexing.internal.SolrPatientIndexer,reindex,19,5,6,0,Muitos Desvios
 V ,UNDEFINED,org.phenotips.ontology.internal.solr.SolrQueryUtils,enhanceParams,25,7,7,2,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.ClinicalStatusController,load,21,5,10,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.SpreadsheetExporter,write,39,13,11,2,Alto Acoplamento Efferent
 V ,SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getSuggestionsXML,6,1,3,3,Muitos Parametros
 V ,[PATIENTACCESSHELPER],org.phenotips.data.permissions.internal.DefaultPatientAccessHelper,getAccessLevel,32,6,14,2,Muitos Desvios
" A, R, D, V, X ",XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,createSkinURL,14,2,6,5,Muitos Parametros
 V ,[PATIENTACCESSHELPER],org.phenotips.data.permissions.internal.DefaultPatientAccessHelper,getCollaborators,32,8,16,1,Metodo Longo
" A, V, X ",[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,hasVCF,37,5,12,1,Alto Acoplamento Efferent
 V ,[PUSHPATIENTDATA],org.phenotips.data.push.internal.DefaultPushPatientData,sendPatient,39,7,16,8,Metodo Longo
 V ,[PUSHPATIENTDATA],org.phenotips.data.push.internal.DefaultPushPatientData,getPatientURL,29,4,12,5,Metodo Longo
 V ,[CONFIGURATIONSOURCE| INITIALIZABLE],org.phenotips.storage.migrators.internal.LegacyXWikiConfigurationSource,getProperty,27,6,12,2,Metodo Longo
 V ,CONTROLLER,org.phenotips.data.internal.controller.ContactInformationController,writeJSON,22,9,6,3,Muitos Parametros
 V ,[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,getAnnotationColumnName,45,8,12,3,Metodo Longo
 V ,TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,propertyNameIsCheckedWhenSearchingMetadata,20,1,10,0,Alto Acoplamento Efferent
 V ,SERVICE,org.phenotips.export.script.SpreadsheetExportService,export,9,2,6,3,Muitos Parametros
 V ,VIEW,org.phenotips.data.events.internal.PatientDeletedEventSource,onEvent,14,5,8,3,Muitos Desvios
" A, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,prenatalPerinatalHistoryHeader,48,8,12,1,Alto Acoplamento Efferent
 V ,CONTROLLER,org.phenotips.data.internal.controller.ClinicalStatusController,writeJSON,12,4,4,3,Muitos Parametros
 V ,[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,getFilteredVariantsConditions,25,4,6,2,Metodo Longo
 V ,SERVICE,org.phenotips.security.authorization.ModularRightServiceImpl,getCurrentUser,21,7,6,1,Muitos Desvios
 V ,VIEW,org.phenotips.data.permissions.internal.RightsUpdateEventListener,onEvent,12,1,9,3,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.measurements.internal.MeasurementAgeUpdater,onEvent,33,9,9,3,Metodo Longo
 V ,SERVICE,org.phenotips.integration.lims247.script.RemoteDataScriptService,save,22,4,5,0,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getAllSections,50,1,13,0,Alto Acoplamento Efferent
" D, V ",PERSISTENCE,org.phenotips.data.internal.PhenoTipsPatientRepository,createNewPatient,45,7,16,1,Metodo Longo
 V ,UNDEFINED,org.phenotips.export.internal.DataSection,mergeX,18,6,4,0,Muitos Desvios
 V ,DEFAULTPERSISTENTLOGINMANAGER,com.xpn.xwiki.user.impl.xwiki.MyPersistentLoginManager,rememberLogin,39,9,7,4,Metodo Longo
 V ,UNDEFINED,org.phenotips.export.internal.SheetAssembler,generateBody,25,4,9,2,Alto Acoplamento Efferent
 V ,CONTROLLER,org.phenotips.data.internal.controller.APGARController,writeJSON,22,9,6,3,Metodo Longo
 V ,SERVICE,org.phenotips.ontology.internal.GeneNomenclature,getTerm,23,5,11,1,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,toStringTest,119,1,12,0,Metodo Longo
" A, R, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R52090PhenoTips633DataMigration,doInHibernate,29,4,15,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.Styler,style,80,16,11,3,Muitos Desvios
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54594PhenoTips994DataMigration,fixList,29,8,7,2,Muitos Desvios
 V ,[LIMSSERVER],org.phenotips.integration.lims247.internal.DefaultLimsServer,checkToken,36,6,16,3,Muitos Desvios
" A, R, V, X ",[FILTER],com.xpn.xwiki.web.XWikiContextInitializationFilter,initializeXWikiContext,26,5,18,2,Alto Acoplamento Efferent
 V ,[AUTHORIZATIONMODULE],org.phenotips.security.authorization.internal.XWikiACLAuthorizationModule,hasAccess,3,1,5,3,Muitos Parametros
 V ,[PATIENTINDEXER| INITIALIZABLE],org.phenotips.data.indexing.internal.SolrPatientIndexer,index,21,6,7,1,Muitos Desvios
" A, V, X ",XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,findAttachmentForDocRevision,8,2,4,4,Muitos Parametros
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordConfigurationTest,getEnabledSections,56,1,16,0,Metodo Longo
 V ,UNDEFINED,org.phenotips.hpoa.annotation.PrettyPrint,printMap,9,3,4,3,Muitos Parametros
 V ,SERVICE,org.phenotips.ontology.internal.solr.AbstractSolrOntologyService,getTerms,23,6,11,1,Muitos Desvios
 V ,SERVICE,org.phenotips.tools.PhenotypeDisplayTools,use,6,1,1,3,Muitos Parametros
" A, R, D, V, X ",XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,createAttachmentURL,36,10,11,7,Muitos Parametros
" A, R, V, X ",PERSISTENCE,org.phenotips.data.securestorage.internal.DefaultSecureStorageManager,storePatientPushInfo,22,4,5,5,Muitos Parametros
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R50291PhenoTips481DataMigration,doInHibernate,37,6,14,1,Metodo Longo
 V ,DEFAULTPERSISTENTLOGINMANAGER,com.xpn.xwiki.user.impl.xwiki.MyPersistentLoginManager,getValidationHash,39,7,11,3,Metodo Longo
