Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
 V ,TEST,org.openmrs.api.EncounterServiceTest,saveEncounter_shouldUpdateExistingEncounterWhenNewObsIsAddedToParentObs,29,1,9,0,Alto Acoplamento Efferent
 V ,TEST,org.openmrs.api.OrderServiceTest,discontinueOrder_shouldSetCorrectAttributesOnTheDiscontinueAndDiscontinuedOrders,16,1,10,0,Alto Acoplamento Efferent
" D, V ",TEST,org.openmrs.api.OrderServiceTest,saveOrder_shouldPassIfTheExistingDrugOrderMatchesTheConceptAndThereIsNoDrugOnThePreviousOrder,31,1,9,0,Metodo Longo
" A, R, D, V, X ",PERSISTENCE,org.openmrs.api.db.hibernate.HibernateSerializedObjectDAO,saveObject,57,10,13,2,Metodo Longo
 V ,UNDEFINED,org.openmrs.util.OpenmrsUtil,getCorePrivileges,28,7,13,0,Muitos Desvios
" A, R, D, V, X ",PERSISTENCE,org.openmrs.api.db.hibernate.HibernateUserDAO,createUserSearchQuery,51,15,16,4,Alto Acoplamento Efferent
" A, R, D, V, X ",ENTITY,org.openmrs.propertyeditor.WorkflowCollectionEditor,setAsText,47,12,15,1,Muitos Desvios
" D, V ",BASEOPENMRSOBJECT,org.openmrs.Order,copyHelper,32,1,1,1,Metodo Longo
 V ,UNDEFINED,org.openmrs.util.OpenmrsUtil,setupLogAppenders,31,5,12,0,Metodo Longo
 V ,BASEOPENMRSOBJECT,org.openmrs.PatientProgram,getCurrentState,10,5,3,1,Muitos Desvios
 V ,ENTITY,org.openmrs.propertyeditor.ProgramEditor,setAsText,33,6,9,1,Alto Acoplamento Efferent
" A, V, X ",PERSISTENCE,org.openmrs.api.db.hibernate.HibernateEncounterDAO,addEmptyVisitsByPatientCriteria,17,4,8,4,Muitos Parametros
" A, R, V, X ",PERSISTENCE,org.openmrs.api.db.hibernate.HibernateProviderDAO,getProviders,17,5,9,5,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.openmrs.module.ModuleUtil,startup,52,12,16,1,Muitos Desvios
 V ,TEST,org.openmrs.api.ObsServiceTest,getComplexObs_shouldNotFailWithNullView,32,12,10,0,Alto Acoplamento Efferent
" A, R, V, X ",URLCLASSLOADER,org.openmrs.module.ModuleClassLoader,cacheLibrary,61,11,16,2,Metodo Longo
 V ,RELOADABLERESOURCEBUNDLEMESSAGESOURCE,org.openmrs.messagesource.impl.MutableResourceBundleMessageSource,findPropertiesFiles,21,5,12,0,Muitos Desvios
" A, V, X ",[SAVEHANDLER],org.openmrs.api.handler.OrderSaveHandler,handle,5,3,4,4,Muitos Parametros
 V ,SERVICE,org.openmrs.api.impl.ProgramWorkflowServiceImpl,triggerStateConversion,28,10,11,3,Alto Acoplamento Efferent
" A, R, V, X ",SERVICE,org.openmrs.api.impl.ConceptServiceImpl,getConceptReferenceTerms,7,2,6,5,Muitos Parametros
 V ,TEST,org.openmrs.validator.ConceptValidatorTest,validate_shouldPassIfFullySpecifiedNameIsTheSameAsShortName,13,1,9,0,Alto Acoplamento Efferent
" D, V ",TEST,org.openmrs.validator.OrderValidatorTest,validate_shouldPassValidationIfFieldLengthsAreCorrect,24,1,11,0,Alto Acoplamento Efferent
 V ,ENTITY,org.openmrs.api.db.hibernate.PersonLuceneQuery,getPersonNameQuery,27,6,11,5,Muitos Desvios
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateUserDAO,getCountOfUsers,5,1,5,3,Muitos Parametros
 V ,CONTEXTLOADER,org.openmrs.web.Listener,clearDWRFile,39,5,15,1,Metodo Longo
 V ,UNDEFINED,org.openmrs.module.web.WebModuleUtil,getDWRModuleXML,16,2,9,2,Alto Acoplamento Efferent
" A, R, D, V, X ",BASEOPENMRSOBJECT,org.openmrs.Concept,getName,38,13,5,0,Muitos Desvios
 V ,VIEW,org.openmrs.web.WebUtil,formatDate,32,8,10,3,Alto Acoplamento Efferent
" D, V ",TEST,org.openmrs.hl7.handler.ORUR01HandlerTest,processMessage_shouldCreateAnEncounterAndFindTheProviderByUuid,16,1,11,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.openmrs.module.ModuleFileParser,getGlobalProperties,58,15,13,1,Metodo Longo
 V ,UNDEFINED,org.openmrs.web.filter.util.FilterUtil,readSystemDefaultLocale,33,8,9,1,Muitos Desvios
 V ,UNDEFINED,org.openmrs.layout.LayoutSupport,getLayoutTemplateByCountry,16,6,4,1,Muitos Desvios
 V ,TEST,org.openmrs.api.ConceptServiceTest,getConceptsByName_shouldReturnConceptsForSpecificCountryAndGlobalLanguageGivenLanguageAndCountryLocale,25,1,9,0,Metodo Longo
 V ,BASEENCOUNTERVISITHANDLER,org.openmrs.api.handler.ExistingOrNewVisitAssignmentHandler,loadVisitType,29,8,10,1,Alto Acoplamento Efferent
" A, D, V, X ",BASEOPENMRSOBJECT,org.openmrs.Concept,getDescription,36,10,5,2,Muitos Desvios
" D, V ",TEST,org.openmrs.api.OrderServiceTest,getActiveOrders_shouldReturnActiveOrdersAsOfTheSpecifiedDate,45,1,6,0,Metodo Longo
" A, R, V, X ",[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.MigrateAllergiesChangeSet,execute,66,11,14,1,Muitos Desvios
 V ,[MESSAGESENDER],org.openmrs.notification.mail.MailMessageSender,createMimeMessage,28,7,7,1,Metodo Longo
 V ,UNDEFINED,org.openmrs.module.ModuleUtil,checkForModuleUpdates,43,9,10,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.openmrs.order.OrderUtil,isType,15,6,3,2,Muitos Desvios
" A, R, D, V, X ",TEST,org.openmrs.module.ModuleFileParserTest,withGlobalProperty,19,6,4,5,Muitos Parametros
 V ,UNDEFINED,org.openmrs.module.Module,getModuleActivator,25,7,10,0,Metodo Longo
 V ,TEST,org.openmrs.api.PatientServiceTest,mergePatients_shouldAuditPriorDateOfDeathEstimated,14,1,9,0,Alto Acoplamento Efferent
 V ,STARTUPFILTER,org.openmrs.web.filter.initialization.InitializationFilter,checkForEmptyValue,7,2,4,3,Muitos Parametros
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateConceptDAO,getDrugByMapping,26,7,9,3,Metodo Longo
 V ,[SAVEHANDLER],org.openmrs.api.handler.PersonSaveHandler,handle,40,17,9,4,Metodo Longo
 V ,SERVICE,org.openmrs.api.impl.FormServiceImpl,getFields,10,8,9,9,Muitos Desvios
" A, V, X ",UNDEFINED,org.openmrs.Duration,addToDate,30,10,5,2,Muitos Desvios
" D, V ",TEST,org.openmrs.api.OrderServiceTest,shouldSetTheCorrectSortWeightWhenAddingAnOrderInOrderGroup,34,3,10,0,Metodo Longo
 V ,TEST,org.openmrs.validator.DrugOrderValidatorTest,validate_shouldApplyValidationForACustomDosingType,25,1,10,0,Metodo Longo
" A, R, D, V, X ",PERSISTENCE,org.openmrs.api.db.hibernate.HibernatePersonDAO,getSimilarPeople,58,15,8,3,Metodo Longo
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateUserDAO,hasDuplicateUsername,27,7,9,3,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.UserServiceImpl,changeHashedPassword,3,1,3,3,Muitos Parametros
 V ,[FILTER],org.openmrs.web.filter.JspClassLoaderFilter,doFilter,4,1,5,3,Muitos Parametros
" A, R, V, X ",[INTERCEPTOR],org.openmrs.api.db.hibernate.ChainingInterceptor,findDirty,21,7,10,6,Muitos Parametros
" D, V ",TEST,org.openmrs.validator.DrugOrderValidatorTest,saveOrder_shouldFailDrugOrderWithoutADrugWhenDrugOrderRequireDrugGBIsTrue,22,1,11,0,Alto Acoplamento Efferent
" A, V, X ",[UNVOIDHANDLER],org.openmrs.api.handler.VisitUnvoidHandler,handle,8,5,7,4,Muitos Parametros
 V ,TEST,org.openmrs.api.handler.PatientDataUnvoidHandlerTest,handle_shouldUnvoidTheOrdersAndEncountersAssociatedWithThePatient,38,5,13,0,Muitos Desvios
 V ,TEST,org.openmrs.api.OrderServiceTest,saveOrder_shouldSetTheOrderNumberReturnedByTheConfiguredGenerator,14,1,10,0,Alto Acoplamento Efferent
" A, D, V, X ",BASEOPENMRSOBJECT,org.openmrs.Encounter,addObs,31,10,5,1,Muitos Desvios
" A, V ",[METHODBEFOREADVICE],org.openmrs.aop.RequiredDataAdvice,getChildCollection,32,6,12,2,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.DatatypeServiceImpl,prioritizeHandlers,14,5,4,0,Muitos Desvios
 V ,TEST,org.openmrs.api.ConceptServiceTest,saveConcept_shouldCreateANewConceptNameWhenTheOldNameIsChanged,19,5,5,0,Muitos Desvios
 V ,UNDEFINED,org.openmrs.module.web.WebModuleUtil,startModule,173,44,30,3,Muitos Parametros
 V ,[FILTER],org.openmrs.web.filter.StartupFilter,renderTemplate,35,8,17,3,Metodo Longo
" A, R, D, V, X ",TEST,org.openmrs.api.PersonServiceTest,getRelationships2_shouldFetchRelationshipsThatWereActiveDuringEffectiveDate,27,11,6,0,Muitos Desvios
 V ,SERVICE,org.openmrs.api.impl.EncounterServiceImpl,purgeEncounter,19,5,11,2,Alto Acoplamento Efferent
" A, V ",URLCLASSLOADER,org.openmrs.util.OpenmrsClassLoader,getResources,31,8,12,1,Alto Acoplamento Efferent
" A, D, V, X ",SEARCHQUERY,org.openmrs.api.db.hibernate.search.LuceneQuery,newQuery,11,1,0,4,Muitos Parametros
 V ,TEST,org.openmrs.api.impl.DiagnosisServiceImplTest,setUp,15,5,1,0,Muitos Desvios
 V ,SERVICE,org.openmrs.hl7.impl.HL7ServiceImpl,migrateHl7InArchivesToFileSystem,22,5,8,1,Muitos Desvios
 V ,UNDEFINED,org.openmrs.module.ModuleFileParser,parseConfigXmlStream,30,4,16,1,Metodo Longo
" D, V ",BASEOPENMRSOBJECT,org.openmrs.Person,getPersonName,18,9,1,0,Muitos Desvios
 V ,UNDEFINED,org.openmrs.obs.handler.AbstractHandler,getOutputFileToWrite,25,5,10,1,Metodo Longo
 V ,UNDEFINED,org.openmrs.util.OpenmrsUtil,getResourceInputStream,33,7,13,1,Muitos Desvios
 V ,BASEOPENMRSOBJECT,org.openmrs.PersonAttribute,equalsContent,22,5,10,1,Muitos Desvios
 V ,TEST,org.openmrs.aop.RequiredDataAdviceTest,before_shouldNotCallHandlersAnnotatedAsDisabled,10,1,9,0,Alto Acoplamento Efferent
 V ,TEST,org.openmrs.api.ConceptServiceTest,getConceptsByName_shouldReturnConceptsForAllCountriesAndGlobalLanguageGivenLanguageOnlyLocale,25,1,11,0,Metodo Longo
" A, D, V ",TEST,org.openmrs.validator.OrderValidatorTest,validate_shouldPassValidationIfAllFieldsAreCorrect,21,1,12,0,Alto Acoplamento Efferent
 V ,UPDATEVISITOR,org.openmrs.util.DatabaseUpdater,getDatabaseChanges,24,4,11,0,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.openmrs.api.ConceptServiceTest,saveConcept_shouldSaveChangesBetweenConceptNumericAndComplex,53,1,8,0,Metodo Longo
 V ,SERVICE,org.openmrs.api.impl.AdministrationServiceImpl,getGlobalPropertyValue,22,6,10,2,Muitos Desvios
" A, R, D, V, X ",TEST,org.openmrs.OrderTest,assertThatAllFieldsAreCopied,44,12,11,3,Muitos Desvios
 V ,SERVICE,org.openmrs.hl7.impl.HL7ServiceImpl,processHL7InQueue,39,11,10,1,Alto Acoplamento Efferent
" A, R, V, X ",[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.ConceptValidatorChangeSet,getAllowedLocalesList,54,12,14,1,Metodo Longo
 V ,URLCLASSLOADER,org.openmrs.util.OpenmrsClassLoader,getCachedClass,19,6,5,1,Muitos Desvios
" A, R, V, X ",URLCLASSLOADER,org.openmrs.module.ModuleClassLoader,getUrls,118,29,22,1,Metodo Longo
 V ,BASEOPENMRSOBJECT,org.openmrs.PatientIdentifier,equalsContent,22,5,10,1,Metodo Longo
 V ,TEST,org.openmrs.OrderEntryIntegrationTest,shouldDiscontinueAnActiveOrder,29,1,12,0,Metodo Longo
 V ,TEST,org.openmrs.api.EncounterServiceTest,saveEncounter_shouldUpdateExistingEncounterWhenAChildObsIsEdited,26,1,6,0,Metodo Longo
" D, V ",TEST,org.openmrs.validator.VisitValidatorTest,patientHasVoidedVisit,9,7,6,3,Muitos Desvios
" A, D, V ",TEST,org.openmrs.hl7.handler.ORUR01HandlerTest,processMessage_shouldSetValueAsBooleanForObsIfTheAnswerIs0Or1AndQuestionDatatypeIsBoolean,21,4,12,0,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.EncounterServiceImpl,voidEncounter,28,8,10,2,Muitos Desvios
" A, V, X ",[VOIDHANDLER],org.openmrs.api.handler.RequireVoidReasonVoidHandler,handle,5,2,6,4,Muitos Parametros
" A, R, V, X ",[VALIDATOR],org.openmrs.validator.OrderTypeValidator,validate,35,14,11,2,Muitos Desvios
 V ,TEST,org.openmrs.api.PatientServiceTest,getPatients_shouldSupportSimpleRegex,11,1,9,0,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.FormServiceImpl,saveFormField,30,9,9,1,Metodo Longo
 V ,[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.UpdateLayoutAddressFormatChangeSet,execute,38,7,10,1,Metodo Longo
" A, R, V, X ",[METHODBEFOREADVICE],org.openmrs.aop.RequiredDataAdvice,recursivelyHandle,31,11,16,6,Alto Acoplamento Efferent
 V ,[COMPARATOR],org.openmrs.api.db.hibernate.HibernatePatientDAO,getPatientIdentifiers,22,6,9,5,Alto Acoplamento Efferent
 V ,TEST,org.openmrs.api.OrderServiceTest,getNewOrderNumber_shouldAlwaysReturnUniqueOrderNumbersWhenCalledMultipleTimesWithoutSavingOrders,26,4,8,0,Metodo Longo
 V ,TEST,org.openmrs.api.OrderServiceTest,discontinueOrder_shouldRejectAFutureDiscontinueDate,11,1,10,0,Alto Acoplamento Efferent
 V ,[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.BooleanConceptChangeSet,changeObs,24,4,5,1,Metodo Longo
 V ,[FILTER],org.openmrs.web.filter.StartupFilter,getToolContext,30,4,13,1,Metodo Longo
 V ,[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.MigrateDrugOrderUnitsToCodedDoseUnitsChangeset,migrateUnitsToCodedValue,45,8,11,2,Metodo Longo
 V ,STARTUPFILTER,org.openmrs.web.filter.initialization.InitializationFilter,checkLocaleAttributes,26,7,4,1,Metodo Longo
 V ,TEST,org.openmrs.api.ObsServiceTest,purgeObs_shouldDeleteAnyObsGroupMembersBeforeDeletingTheObs,26,1,6,0,Metodo Longo
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateUserDAO,getUsers,15,5,8,5,Muitos Desvios
 V ,TEST,org.openmrs.api.PersonServiceTest,getRelationshipsByPerson_shouldOnlyGetUnvoidedRelationshipsRegardlessOfEffectiveDate,24,2,6,0,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.openmrs.util.HttpClient,post,53,10,13,1,Alto Acoplamento Efferent
 V ,[VALIDATOR],org.openmrs.validator.EncounterValidator,validate,29,14,10,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.openmrs.api.db.hibernate.PatientSearchCriteria,prepareCriteria,32,5,7,6,Metodo Longo
" A, R, V, X ",SERVICE,org.openmrs.api.impl.ProviderServiceImpl,getProviders,4,1,8,5,Muitos Parametros
 V ,TEST,org.openmrs.validator.DrugOrderValidatorTest,saveOrder_shouldPassDrugOrderWithoutADrugWhenDrugOrderRequireDrugGBIsFalse,22,1,11,0,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.openmrs.module.web.WebModuleUtil,startModule,173,44,30,3,Muitos Desvios
" D, V ",TEST,org.openmrs.api.db.hibernate.HibernateConditionDAOTest,shouldSaveCondition,31,1,11,0,Metodo Longo
 V ,SEARCHQUERY,org.openmrs.api.db.hibernate.search.LuceneQuery,skipSame,29,7,13,2,Muitos Desvios
 V ,BASEOPENMRSOBJECT,org.openmrs.Order,isDiscontinued,13,8,3,1,Muitos Desvios
" A, R, V, X ",[APPLICATION],org.openmrs.hl7.handler.ORUR01Handler,processORU_R01,136,29,35,1,Alto Acoplamento Efferent
" A, R, D, V, X ",[VALIDATOR],org.openmrs.validator.PatientProgramValidator,validate,114,35,19,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.openmrs.util.OpenmrsUtil,storeProperties,15,4,9,3,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.CohortServiceImpl,saveCohort,18,5,5,1,Muitos Desvios
" A, R, V, X ",[UNVOIDHANDLER],org.openmrs.api.handler.PatientDataUnvoidHandler,handle,25,12,15,4,Muitos Desvios
 V ,TEST,org.openmrs.api.PatientServiceTest,mergePatients_shouldAuditMovedIndependentObservations,18,3,9,0,Alto Acoplamento Efferent
 V ,TEST,org.openmrs.validator.OrderValidatorTest,validate_shouldFailValidationIfDateActivatedIsBeforeEncountersEncounterDatetime,15,1,9,0,Alto Acoplamento Efferent
 V ,TEST,org.openmrs.validator.ConceptReferenceTermValidatorTest,validate_shouldFailIfATermIsMappedMultipleTimesToTheSameTerm,14,1,9,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.openmrs.api.db.hibernate.DbSession,load,3,1,4,3,Muitos Parametros
 V ,[UNVOIDHANDLER],org.openmrs.api.handler.VisitUnvoidHandler,handle,8,5,7,4,Muitos Desvios
 V ,[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.SourceMySqldiffFile,execCmd,29,5,12,3,Muitos Parametros
 V ,TEST,org.openmrs.api.OrderServiceTest,saveOrder_shouldPassIfAnActiveTestOrderForTheSameConceptAndCareSettingExists,16,1,9,0,Alto Acoplamento Efferent
" D, V ",TEST,org.openmrs.test.BaseContextSensitiveTest,authenticate,42,12,8,0,Metodo Longo
" A, R, D, V, X ",SERVICE,org.openmrs.hl7.impl.HL7ServiceImpl,createPersonFromNK1,91,23,23,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.openmrs.util.Reflect,isSuperClass,20,7,6,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.openmrs.module.ModuleUtil,expandJar,52,13,11,4,Muitos Desvios
 V ,ONCEPERREQUESTFILTER,org.openmrs.web.filter.GZIPFilter,performGZIPRequest,25,7,6,1,Metodo Longo
" A, R, V, X ",[VALIDATOR],org.openmrs.validator.BaseAttributeTypeValidator,validate,50,14,11,2,Muitos Desvios
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateConceptDAO,newConceptNameQuery,29,4,9,4,Metodo Longo
" D, V ",TEST,org.openmrs.test.CreateInitialDataSet,shouldCreateInitialTestDataSetXmlFile,43,2,5,0,Metodo Longo
 V ,PERSISTENCE,org.openmrs.web.filter.GZIPResponseStream,close,27,4,6,0,Metodo Longo
 V ,UNDEFINED,org.openmrs.module.ModuleFactory,loadModules,30,9,8,1,Metodo Longo
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateEncounterDAO,getEncountersByVisitsAndPatient,32,8,12,5,Metodo Longo
" A, V ",ABSTRACTHANDLER,org.openmrs.obs.handler.TextHandler,getObs,29,7,12,2,Alto Acoplamento Efferent
 V ,EXCEPTION,org.openmrs.util.VelocityExceptionHandler,methodException,7,2,6,3,Muitos Parametros
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateContextDAO,updateSearchIndexForType,28,3,8,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.openmrs.person.PersonMergeLogData,computeHashValue,45,15,2,0,Muitos Desvios
 V ,UNDEFINED,org.openmrs.module.ModuleFactory,getExtensions,22,7,8,1,Metodo Longo
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateProviderDAO,getProviders,17,5,9,5,Muitos Desvios
" A, R, D, V, X ",TEST,org.openmrs.validator.PatientValidatorTest,validate_shouldFailValidationIfFieldLengthsAreNotCorrect,29,1,13,0,Alto Acoplamento Efferent
 V ,[VALIDATOR],org.openmrs.validator.ObsValidator,validateHelper,144,66,10,4,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.scheduler.timer.TimerSchedulerServiceImpl,scheduleIfNotRunning,19,5,4,1,Muitos Desvios
 V ,TEST,org.openmrs.api.EncounterServiceTest,shouldSaveOrderGroupAlongWithOrders,23,1,10,0,Alto Acoplamento Efferent
" A, V, X ",SERVICE,org.openmrs.api.impl.OrderServiceImpl,getOrderFrequencies,6,2,6,4,Muitos Parametros
 V ,UNDEFINED,org.openmrs.validator.ValidateUtil,validate,21,5,10,1,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.AdministrationServiceImpl,getSystemVariables,22,3,6,0,Metodo Longo
 V ,ENTITY,org.openmrs.util.ProviderByPersonNameComparator,compare,14,5,4,2,Muitos Desvios
" D, V ",TEST,org.openmrs.test.StartModuleExecutionListener,prepareTestInstance,28,6,19,1,Muitos Desvios
 V ,[VALIDATOR],org.openmrs.validator.PatientIdentifierValidator,validateIdentifier,16,9,7,1,Muitos Desvios
" A, R, V, X ",BASECUSTOMIZABLEVALIDATOR,org.openmrs.validator.ConceptValidator,validate,123,37,22,2,Alto Acoplamento Efferent
" A, R, V, X ",STARTUPFILTER,org.openmrs.web.filter.initialization.InitializationFilter,doGet,85,16,16,2,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.hl7.impl.HL7ServiceImpl,getHL7InErrorBatch,3,1,4,3,Muitos Parametros
" A, R, D, V, X ",ENTITY,org.openmrs.api.db.hibernate.PersonLuceneQuery,getPersonNameQuery,27,6,11,5,Muitos Parametros
 V ,[CUSTOMTASKCHANGE],org.openmrs.util.databasechange.SourceMySqldiffFile,execCmd,29,5,12,3,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.openmrs.util.OpenmrsClassScanner,getClassesWithAnnotation,39,8,18,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.openmrs.module.web.WebModuleUtil,createDwrModulesXml,20,3,13,1,Alto Acoplamento Efferent
 V ,TEST,org.openmrs.api.OrderSetServiceTest,orderSetBuilder,19,1,10,2,Alto Acoplamento Efferent
 V ,SERVICE,org.openmrs.api.impl.PatientServiceImpl,processDeath,26,8,7,4,Muitos Desvios
 V ,[VALIDATOR],org.openmrs.validator.OrderValidator,validateScheduledDate,9,5,3,2,Muitos Desvios
 V ,SERVICE,org.openmrs.api.impl.AdministrationServiceImpl,getGlobalPropertyValue,22,6,10,2,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.openmrs.test.MigrateDataSet,doMigration,40,7,17,1,Alto Acoplamento Efferent
" D, V ",[DOSINGINSTRUCTIONS],org.openmrs.SimpleDosingInstructions,getAutoExpireDate,14,6,5,1,Muitos Desvios
 V ,EMPTYINTERCEPTOR,org.openmrs.api.db.hibernate.AuditableInterceptor,changePropertyValue,11,6,7,5,Muitos Desvios
 V ,TEST,org.openmrs.notification.MessageServiceTest,sendMessage_shouldSendMessage,22,5,3,0,Muitos Desvios
" A, R, D, V, X ",SERVICE,org.openmrs.api.impl.ConceptServiceImpl,saveConcept,54,11,15,1,Metodo Longo
" A, V, X ",[UNVOIDHANDLER],org.openmrs.api.handler.BaseUnvoidHandler,handle,8,4,4,4,Muitos Parametros
 V ,SERVICE,org.openmrs.api.impl.DatatypeServiceImpl,datatypeClassHandled,28,9,4,1,Metodo Longo
 V ,PERSISTENCE,org.openmrs.api.db.hibernate.HibernateConceptDAO,getDrugByMapping,26,7,9,3,Muitos Parametros
 V ,[INTERCEPTOR],org.openmrs.api.db.hibernate.ChainingInterceptor,findDirty,21,7,10,6,Muitos Desvios
" A, R, V, X ",[METHODBEFOREADVICE],org.openmrs.aop.RequiredDataAdvice,before,62,20,13,3,Metodo Longo
 V ,TEST,org.openmrs.util.UserByNameComparatorTest,compare_shouldSortUsersByPersonNames,25,1,8,0,Metodo Longo
 V ,UNDEFINED,org.openmrs.util.OpenmrsUtil,getApplicationDataDirectory,36,8,6,0,Metodo Longo
" A, R, D, V, X ",BASEOPENMRSOBJECT,org.openmrs.Obs,getValueAsString,115,37,16,1,Alto Acoplamento Efferent
