Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
" A, R, D, V, X ",TEST,org.jbei.ice.lib.entry.sample.SampleServiceTest,testCreateSample,53,5,13,0,Metodo Longo
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.ApiKeyDAO,getApiKeysForUser,12,3,9,5,Alto Acoplamento Efferent
 V ,ABSTRACTFORMATTER,org.jbei.ice.lib.entry.sequence.composers.formatters.GenbankFormatter,getAnnotations,17,7,8,1,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteTransfer,transferFolder,19,5,9,3,Alto Acoplamento Efferent
 V ,TEST,org.jbei.ice.lib.dto.entry.CustomFieldsTest,testUpdateField,24,1,10,0,Metodo Longo
 V ,TEST,org.jbei.ice.storage.hibernate.dao.PermissionDAOTest,testGetByFolder,26,1,10,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.Sequences,bulkUpdate,39,12,18,2,Metodo Longo
 V ,[CLOSEABLE],org.jbei.ice.lib.search.blast.BlastPlus,parseBlastOutputLine,22,2,11,1,Metodo Longo
" A, V, X ",[FIELDBRIDGE],org.jbei.ice.lib.access.PermissionEntryBridge,set,12,10,5,4,Muitos Desvios
" A, V ",SERVICE,org.jbei.ice.services.rest.IceRestClient,post,12,5,12,5,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.storage.ModelToInfoFactory,getInfo,24,7,3,1,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.lib.account.AccountController,createAdminAccount,22,2,5,0,Metodo Longo
" A, V ",PERSISTENCE,org.jbei.ice.storage.hibernate.dao.EntryDAO,retrieveOwnerEntries,16,3,12,6,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.group.Groups,getGroupMembers,20,8,12,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.storage.hibernate.search.HibernateSearch,executeSearchNoTerms,68,13,36,3,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sequence.TraceSequences,bulkUpdate,33,10,16,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteEntries,getEntryDetails,14,2,11,3,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.entry.EntryUtil,entryFieldToValue,24,8,4,2,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.Permission,setSharer,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.Sequences,getRequestedSequence,22,5,13,5,Muitos Desvios
 V ,HASENTRY,org.jbei.ice.lib.parsers.genbank.GenBankParser,splitTags,38,10,8,3,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.Account,setIp,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sequence.SequenceUtil,dnaFeatureToSequenceFeature,64,17,16,2,Alto Acoplamento Efferent
" A, R, D, V, X ",SERVICE,org.jbei.ice.services.rest.IceRestClient,postWor,13,5,12,6,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.servlet.InfoToModelFactory,infoToProteinForField,20,6,5,3,Muitos Desvios
 V ,HASENTRY,org.jbei.ice.lib.parsers.genbank.GenBankParser,parseGenbankLocation,28,6,10,1,Alto Acoplamento Efferent
 V ,HASENTRY,org.jbei.ice.lib.entry.EntryController,updateEntryComment,12,6,9,4,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.ArabidopsisSeed,setEcotype,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.storage.hibernate.search.HibernateSearch,generateQueriesForType,34,6,15,6,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.bulkupload.BulkEntryCreator,createOrUpdateEntry,47,16,17,3,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.Account,setId,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.search.filter.SearchFieldFactory,classesForTypes,24,9,2,1,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.lib.bulkupload.BulkEntryCreator,submitBulkImportDraft,29,6,10,3,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.Group,setCreationTime,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.EntryUtil,setPartDataFromField,100,39,9,4,Metodo Longo
" A, R, V, X ",[IAUTHENTICATION],org.jbei.ice.lib.account.authentication.LblLdapAuthentication,authenticateWithLDAP,57,11,8,2,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.search.WebSearch,run,47,11,17,2,Alto Acoplamento Efferent
 V ,TEST,org.jbei.ice.storage.hibernate.dao.GroupDAOTest,testGetGroupsByType,27,5,9,0,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.entry.EntryUtil,getPlasmidFieldValues,16,6,3,2,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.AnnotationLocation,setSingleResidue,3,1,2,1,Muitos Parametros
" A, V ",UNDEFINED,org.jbei.ice.lib.search.SearchController,runSearch,30,9,12,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteEntriesAsCSV,writeZip,14,2,9,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.entry.sample.RequestRetriever,setRequestsStatus,25,9,12,3,Muitos Desvios
 V ,HASENTRY,org.jbei.ice.lib.entry.EntryController,moveEntriesToTrash,24,7,13,2,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.lib.access.PermissionsController,propagateFolderPermissions,9,4,9,3,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.message.Messages,get,24,3,14,2,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.Group,setDescription,3,1,2,1,Muitos Parametros
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.RequestDAO,getAccountRequests,18,4,11,6,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.ManuscriptModel,setParagonUrl,3,1,2,1,Muitos Parametros
" A, V, X ",UNDEFINED,org.jbei.ice.lib.entry.PartDataUtil,getSeedFieldValues,21,10,3,2,Muitos Desvios
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.EntryDAO,ownerEntryCount,19,3,17,3,Muitos Parametros
" D, V ",TEST,org.jbei.ice.storage.hibernate.dao.SequenceDAOTest,testSequenceString,14,1,11,0,Alto Acoplamento Efferent
 V ,TEST,org.jbei.ice.lib.folder.FolderContentsTest,testAddEntrySelection,22,1,11,0,Metodo Longo
" A, V, X ",SERVICE,org.jbei.ice.services.rest.PartResource,getShotgunSequences,16,3,13,4,Muitos Parametros
 V ,TEST,org.jbei.ice.storage.hibernate.dao.ApiKeyDAOTest,testGetAllApiKeys,24,4,8,0,Metodo Longo
 V ,MODEL,org.jbei.ice.lib.entry.sample.PlateSamples,numberToPosition,24,11,3,1,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.lib.folder.collection.Collection,getFolder,7,2,4,3,Muitos Parametros
 V ,HASENTRY,org.jbei.ice.lib.parsers.genbank.GenBankParser,splitTags,38,10,8,3,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.folder.collection.CollectionEntries,getAvailableEntries,9,1,10,6,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.folder.FolderContents,addEntriesToFolders,31,9,16,3,Alto Acoplamento Efferent
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.FolderDAO,getEntryCountByFolderType,16,2,10,2,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.RemoteAccessModel,setIdentifier,3,1,2,1,Muitos Parametros
" A, V, X ",SERVICE,org.jbei.ice.services.rest.FolderResource,addSelectedEntriesToFolders,14,3,7,4,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.PartTraceSequences,getTraces,25,4,13,2,Metodo Longo
" A, R, D, V, X ",TEST,org.jbei.ice.lib.folder.FolderContentsTest,testGetContents,40,4,19,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.servlet.InfoToModelFactory,infoToProteinForField,20,6,5,3,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteEntries,getSequence,13,2,11,3,Alto Acoplamento Efferent
" A, R, D, V, X ",HASENTRY,org.jbei.ice.lib.parsers.genbank.GenBankParser,parseFeaturesTag,68,14,13,1,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.folder.FolderContents,getAndFilterFolderPermissions,23,11,11,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.folder.UserFolders,getList,11,4,10,1,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.Audit,setLastName,3,1,2,1,Muitos Parametros
 V ,ABSTRACTFORMATTER,org.jbei.ice.lib.entry.sequence.composers.formatters.GFF3Formatter,format,23,7,9,2,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteEntriesAsCSV,writeLocalEntries,37,7,19,4,Muitos Desvios
" A, R, D, V, X ",PERSISTENCE,org.jbei.ice.storage.hibernate.dao.EntryDAO,retrieveUserEntries,24,6,18,8,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.Sequences,parseSequence,23,8,13,2,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.lib.folder.collection.CollectionEntries,getPersonalEntries,10,3,11,6,Alto Acoplamento Efferent
 V ,HASENTRY,org.jbei.ice.lib.parsers.sbol.SBOLParser,createNewEntry,24,3,11,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.access.PermissionsController,retrieveSetFolderPermission,25,8,14,2,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.Sequence,setFormat,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.CustomEntryFieldModel,setLabel,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",SERVICE,org.jbei.ice.services.rest.FolderResource,read,30,6,15,9,Alto Acoplamento Efferent
" A, R, D, V, X ",MODEL,org.jbei.ice.services.rest.ArrayDataJSONHandler,writeTo,6,1,10,7,Muitos Parametros
 V ,ABSTRACTFORMATTER,org.jbei.ice.lib.entry.sequence.composers.formatters.GFF3Formatter,format,23,7,9,2,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.Parameter,setId,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.RemoteAccessModel,setToken,3,1,2,1,Muitos Parametros
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.FolderDAO,getCanEditFolders,14,2,10,2,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.bulkupload.BulkUploadController,approveBulkImport,41,11,15,2,Muitos Desvios
 V ,HASENTRY,org.jbei.ice.lib.entry.EntryController,canEdit,3,1,4,3,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.dto.entry.CustomFields,getCustomFieldValuesForPart,26,7,15,1,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.SelectionMarker,setId,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.services.rest.RestResource,getThisServer,12,6,5,1,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.bulkupload.BulkUploadController,deleteAttachment,18,5,13,3,Muitos Parametros
 V ,EMAIL,org.jbei.ice.lib.email.GMail,send,31,1,0,4,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.SequenceHistoryModel,setSessionId,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.bulkupload.BulkEntryCreator,createEntryForUpload,43,8,12,3,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.entry.PartDataUtil,getProteinFieldValues,15,6,3,2,Muitos Desvios
" A, R, D, V, X ",MODEL,org.jbei.ice.lib.entry.sample.PlateSamples,numberToPosition,24,11,3,1,Muitos Desvios
 V ,HASENTRY,org.jbei.ice.lib.entry.EntryController,deleteShotgunSequence,15,5,11,3,Muitos Desvios
" A, R, D, V, X ",SERVICE,org.jbei.ice.services.rest.SearchResource,search,17,3,12,6,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sample.RequestRetriever,getRequests,16,3,14,7,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.bulkupload.BulkEntryCreator,saveFiles,41,11,19,3,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.group.Groups,setGroupMembers,55,16,19,3,Alto Acoplamento Efferent
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.TraceSequenceDAO,create,20,5,9,3,Muitos Parametros
 V ,TEST,org.jbei.ice.storage.hibernate.dao.ApiKeyDAOTest,testGetApiKeysCount,24,4,7,0,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.servlet.InfoToModelFactory,setCommon,44,25,8,2,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.annotation.Annotations,filter,20,2,15,3,Muitos Parametros
" A, R, D, V, X ",PERSISTENCE,org.jbei.ice.storage.hibernate.dao.EntryDAO,sharedWithUserEntryIds,23,3,15,2,Alto Acoplamento Efferent
" D, V ",TEST,org.jbei.ice.storage.hibernate.dao.SequenceDAOTest,testUpdate,23,1,11,0,Alto Acoplamento Efferent
" A, D, V ",TEST,org.jbei.ice.storage.hibernate.dao.FolderDAOTest,testRetrieveFolderContents,26,3,12,0,Alto Acoplamento Efferent
" A, V ",UNDEFINED,org.jbei.ice.lib.bulkupload.BulkEntryCreator,createOrUpdateEntries,20,7,12,3,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sample.RequestRetriever,getUserSamples,9,2,10,6,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.servlet.InfoToModelFactory,setCommon,44,25,8,2,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.Sequence,setFwdHash,3,1,2,1,Muitos Parametros
 V ,TASK,org.jbei.ice.lib.bulkupload.BulkUploadDeleteTask,execute,21,7,7,0,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sequence.PartSequence,toFile,46,13,16,1,Alto Acoplamento Efferent
 V ,SERVICE,org.jbei.ice.services.rest.IceRestClient,put,11,5,11,4,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.bulkupload.BulkUploadController,revertSubmitted,19,5,10,2,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.Entry,setName,3,1,2,1,Muitos Parametros
" A, D, V, X ",MODEL,org.jbei.ice.services.rest.PartDataJSONHandler,isReadable,3,1,5,4,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.folder.collection.CollectionEntries,getSampleEntries,9,1,11,6,Muitos Parametros
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.PreferencesDAO,createOrUpdatePreference,21,4,9,3,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.services.rest.RestResource,getUserId,25,10,9,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.folder.collection.Collections,getAllCounts,19,2,9,0,Alto Acoplamento Efferent
" A, V, X ",SERVICE,org.jbei.ice.services.rest.IceRestClient,get,9,3,7,4,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Message,setDestinationAccounts,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.net.WebPartners,updateAPIKey,24,6,11,2,Alto Acoplamento Efferent
 V ,SERVICE,org.jbei.ice.services.rest.PartResource,getAllTraces,13,3,9,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteFolder,getEntries,17,3,10,4,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.PartSequence,getFeaturedSequence,16,3,11,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.net.RemoteContact,addTransferredEntriesToFolder,13,2,9,6,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.ApiKey,setSecret,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.access.PermissionsController,retrieveSetFolderPermission,25,8,14,2,Metodo Longo
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.EntryDAO,getMatchingEntryPartNumbers,17,4,11,3,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Sample,setNotes,3,1,2,1,Muitos Parametros
" A, V, X ",EMAIL,org.jbei.ice.lib.email.GMail,send,31,1,0,4,Muitos Parametros
" A, V ",SERVICE,org.jbei.ice.services.rest.PartResource,getSequence,28,6,12,5,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.account.UserApiKeys,deleteKey,12,5,8,2,Muitos Desvios
 V ,UNDEFINED,org.jbei.ice.lib.bulkupload.BulkCSVUpload,processUpload,38,7,11,0,Alto Acoplamento Efferent
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.GroupDAO,getMatchingGroups,22,4,13,3,Metodo Longo
" A, V, X ",SERVICE,org.jbei.ice.services.rest.FileResource,downloadSequence,18,3,12,4,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.SequenceFeature,setFeature,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Request,toDataTransferObject,20,3,5,0,Alto Acoplamento Efferent
" A, R, V, X ",PERSISTENCE,org.jbei.ice.storage.hibernate.dao.AccountDAO,getAccounts,16,5,9,5,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Plasmid,setCircular,4,2,2,1,Muitos Parametros
" A, R, V, X ",PERSISTENCE,org.jbei.ice.storage.hibernate.dao.EntryDAO,retrieveAllEntries,18,4,16,5,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.storage.ModelToInfoFactory,getInfo,24,7,3,1,Muitos Desvios
" A, R, V, X ",[CLOSEABLE],org.jbei.ice.lib.search.blast.BlastPlus,runBlast2Seq,34,5,18,2,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.SequenceHistoryModel,setUserId,3,1,2,1,Muitos Parametros
" D, V ",TEST,org.jbei.ice.lib.bulkupload.BulkUploadControllerTest,testAutoUpdateBulkUpload,28,1,11,0,Alto Acoplamento Efferent
" A, V, X ",[FIELDBRIDGE],org.jbei.ice.lib.access.PermissionEntryBridge,set,12,10,5,4,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sequence.PartTraceSequences,addTraceSequence,58,12,14,2,Metodo Longo
 V ,HASENTRY,org.jbei.ice.lib.entry.EntryLinks,get,34,5,14,1,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.ArabidopsisSeed,setGeneration,3,1,2,1,Muitos Parametros
 V ,SERVICE,org.jbei.ice.services.rest.FileResource,getRemoteAttachment,7,2,5,3,Muitos Parametros
" A, R, V, X ",SERVICE,org.jbei.ice.services.rest.PartResource,read,26,4,14,5,Alto Acoplamento Efferent
" D, V ",TEST,org.jbei.ice.lib.bulkupload.BulkUploadControllerTest,testApproveBulkImport,37,1,11,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.dto.entry.CustomFields,getCustomFieldValuesForPart,26,7,15,1,Muitos Desvios
" A, D, V ",TEST,org.jbei.ice.lib.entry.sample.SampleServiceTest,testDelete,71,1,12,0,Alto Acoplamento Efferent
" A, R, V, X ",[CLOSEABLE],org.jbei.ice.lib.search.blast.BlastPlus,rebuildDatabase,57,13,15,1,Muitos Desvios
 V ,HASENTRY,org.jbei.ice.lib.entry.sample.SampleService,createStorage,10,1,5,3,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.RemotePartner,setAuthenticationToken,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Permission,setUpload,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Storage,setIndex,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.storage.ModelToInfoFactory,seedInfo,23,6,9,1,Alto Acoplamento Efferent
 V ,HASENTRY,org.jbei.ice.lib.parsers.sbol.SBOLParser,createICEModuleDefinitionRecord,32,8,11,2,Alto Acoplamento Efferent
 V ,HASENTRY,org.jbei.ice.lib.parsers.sbol.SBOLParser,createICEComponentDefinitionRecord,19,5,9,2,Alto Acoplamento Efferent
 X ,ENTITY,org.jbei.ice.storage.model.Storage,setOwnerEmail,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.TraceSequenceAlignment,setStrand,3,1,2,1,Muitos Parametros
 V ,TEST,org.jbei.ice.lib.parsers.genbank.GenBankParserTest,testParseFeaturesTag,30,1,5,0,Metodo Longo
 X ,ENTITY,org.jbei.ice.storage.model.Preference,setValue,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.SequenceUtil,normalizeAnnotationLocations,26,8,7,1,Metodo Longo
 V ,UNDEFINED,org.jbei.ice.storage.ModelToInfoFactory,createTipView,53,8,17,1,Muitos Desvios
 X ,ENTITY,org.jbei.ice.storage.model.Preference,setId,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.BulkUpload,setImportType,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.entry.sequence.PartTraceSequences,getAll,28,4,15,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.jbei.ice.lib.entry.sequence.PartTraceSequences,canEdit,3,1,4,3,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.jbei.ice.lib.folder.collection.CollectionEntries,getEntries,3,1,4,4,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.Feature,setHash,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.jbei.ice.storage.model.FeatureCurationModel,setExclude,3,1,2,1,Muitos Parametros
 V ,PERSISTENCE,org.jbei.ice.storage.hibernate.dao.ManuscriptModelDAO,list,15,5,9,5,Muitos Desvios
