DesignRoleTechnique;LOC;CC;Efferent;NOP;
[ITASKFUNDAMENTALPROPERTIES];34;7;9;3;
[MODULEACTIVATOR];34;7;9;3;
[MAILMESSAGE];34;7;9;3;
EMPTYINTERCEPTOR;36;14;16;6;
[COMPARATORFACTORY];34;7;9;3;
[ICOSTCALCULATOR];44;16;13;4;
[GSTAG];34;7;9;3;
[IRESOURCE];34;7;9;3;
[MESSAGEPREPARATOR];34;7;9;3;
TERMMAP;34;7;9;3;
[URIUNIQFILTER];66;19;9;3;
[ITAB];34;7;9;3;
CHOICERENDERER;34;7;9;3;
DEFAULTLDAPREALM;34;7;10;3;
PROCESSOR;53;13;13;4;
BASECUSTOMIZABLEVALIDATOR;123;37;22;3;
[AGGREEMENTMEASURE];34;7;9;3;
[ICONFIGURATIONBOOTSTRAP];34;7;9;3;
[IBASECOMPOMENT];34;7;9;3;
TEST;39;7;11;3;
[IDATABOOTSTRAP];34;7;9;3;
CONFIGURED;37;8;13;3;
[APPORTIONMENTVALIDATOR];34;7;9;3;
[ICONFIGURATIONTYPEOFWORKHOURSBOOTSTRAP];34;7;9;3;
[COMPARATOR];56;21;12;5;
INFOCOMPONENT;34;7;9;3;
[WEBDRIVERFACTORY];34;7;9;3;
AJAXLINK;34;7;9;3;
[REPAIR];42;14;13;3;
[ICONVERTER];34;7;9;3;
[IEARNEDVALUECALCULATOR];34;7;9;3;
FTPCLIENT;34;7;9;3;
AGREEMENTRESULT;34;7;9;3;
BASEATTRIBUTETYPEVALIDATOR;34;7;9;3;
[USERSAVINGLOGIC| USERUPDATINGLOGIC];34;7;9;3;
EARNEDVALUECALCULATOR;34;7;9;3;
[MESSAGEHANDLER];34;11;10;3;
CRAWLERJOURNAL;60;18;17;5;
BASEMESSAGE;34;7;9;3;
[STATUSPROCESSOR];34;7;9;3;
HTMLMACROCOMPONENT;34;7;9;3;
REDUCER;34;7;16;3;
[CHECK];49;11;19;3;
[IIMPORTROSTERFROMTIM];40;7;18;4;
[VALIDATIONRESULTBUILDERFACTORY];34;7;9;3;
FILESYSTEMXMLAPPLICATIONCONTEXT;34;7;9;3;
[COLLECTORJOB];34;7;9;3;
INPUTNUMBERRENDERER;34;7;9;4;
[HANDLER];34;9;9;4;
RUNDECORATOR;34;7;9;3;
DEFAULTWEIGHTEDEDGE;34;8;12;3;
IDENTIFIER;34;7;9;3;
AJAXRESPONSE;34;7;9;3;
NUABSTRACTPROCESSHANDLER;34;7;9;3;
CONFIGPATH;34;7;9;3;
CONFIGURE;185;46;10;3;
FORM;44;10;14;3;
[USERTYPE];34;7;9;4;
INTERVALTREEMAP;34;7;9;3;
SEQUENCEFILEINPUTFORMAT;34;7;9;3;
[TRIPLESMAPGRAPHDAGIFIER];47;12;11;4;
ENTITIESTREE;34;7;9;3;
ABSTRACTGENEREADER;34;8;11;5;
ACTION;68;13;16;3;
POINTER;34;7;9;3;
[WEBBINDINGINITIALIZER];38;7;38;3;
[MESSAGESENDER];34;7;9;3;
BASECHAINCOMMANDSUPPORT;330;28;25;5;
[ITERABLE];34;7;9;3;
JFRAME;249;8;11;3;
[MOVEMENTCLASSSAVINGLOGIC| MOVEMENTCLASSUPDATINGLOGIC];34;7;9;3;
STEPPROPERTIES;34;7;9;3;
HESSIANPROXYFACTORY;34;7;9;3;
[PROXYMANAGER];34;7;10;3;
[IRECEIVEDOLDMESSAGEHANDLER];34;7;9;3;
GENERICUDF;34;7;12;3;
[FLASHTOSIPTRANSCODER];39;7;9;3;
DIGESTAUTHENTICATOR;34;7;9;3;
BASERICHBOLT;42;12;11;3;
CONTEXTLOADER;54;14;17;3;
CHECKBOXX;34;7;9;3;
DIRECTORYSERVERRESOURCE;62;15;13;3;
JPANEL;429;7;9;3;
[COMMANDHANDLER];34;7;9;3;
ADAPTER;38;8;13;5;
[ITREEPARENTNODE];34;7;9;3;
MESSAGESRENDERER;34;7;9;3;
SERVERENGINE;94;21;16;3;
[VERIFIABLE];34;7;9;3;
AJAXSUBMITLINK;34;7;9;3;
[COLLECTORDISPATCHER];34;7;13;4;
[ANNOTATIONSIDEBARREGISTRY];34;7;9;3;
[AUTHENTICATIONSERVER];51;9;11;3;
PERSISTENTENUMUSERTYPE;34;7;9;3;
SEARCHQUERY;34;7;13;3;
SETBASEDURIUNIQFILTER;39;10;12;3;
HASHMAP;117;38;14;3;
[FEATURESUPPORT];34;7;12;5;
[THUMBNAILCREATOR];34;7;10;3;
[FOOTERITEM];34;7;9;3;
[PROJECTEXPORTER];44;12;19;4;
[FILTERCONFIG];34;7;9;3;
[MESSAGECONVERTER];34;7;12;3;
DAEMON;34;7;9;3;
MESSAGEDIGEST;155;7;9;3;
[IDATESMAPPER];34;7;9;3;
[BASICMESSAGE];34;7;9;3;
LISTIMAGECAPTCHAENGINE;34;7;18;3;
STRUTSRESULTSUPPORT;132;25;31;3;
[SORTINGCOLLECTION.CODEC];34;7;9;3;
AUTHENTICATEDWEBSESSION;34;7;11;3;
PERSISTENCE;42;10;13;5;
URICANONICALIZATIONPOLICY;34;7;9;3;
[CALLABLE];67;10;17;4;
USABLEURI;34;7;9;3;
[IDISABILITYCONFIGURATION];34;7;9;3;
FRAME;34;7;9;3;
CELLVALUE;34;7;9;3;
USABLEURIFACTORY;34;7;9;3;
AUTHORIZINGREALM;34;7;11;3;
BASERULE;34;10;9;3;
[VOIDHANDLER];34;7;9;4;
FRAMERECORDER;353;111;18;8;
AGREEMENTMEASURESUPPORT_IMPLBASE;34;7;9;3;
[FIXEDMOVEMENTSAVINGLOGIC];34;7;9;3;
MAPPER;35;14;11;3;
[REMOTEAPIPROPERTIES];34;7;9;3;
PANEL;72;12;18;3;
[HTTPREQUESTEXECUTORFACTORY];34;7;9;3;
DIALOG;140;16;9;4;
[ISUMEXPENSESRECALCULATOR];34;7;9;3;
WRITER;34;7;9;3;
PROXYPLUGIN;34;7;9;3;
[APPLICATIONCONTEXTINITIALIZER];34;7;11;3;
REQUESTHEADERAUTHENTICATIONFILTER;34;7;13;3;
QUEUEASSIGNMENTPOLICY;34;8;9;3;
[CLOSEABLE];848;105;24;5;
[IALIGNMENTSAVER| IHISTORYSAVER];34;7;11;5;
ANNOTATIONEDITORFACTORYIMPLBASE;34;7;9;4;
[OPERATOR];34;7;9;3;
XULELEMENT;34;7;9;3;
NOTIFICATION;34;7;10;4;
CONTROLLER;34;7;11;3;
[HTTPSECURITYCONFIGURATION];34;7;9;3;
[INITIALIZATIONTASK];34;7;9;3;
HIBERNATEJPADIALECT;34;7;9;3;
[ICRITICALPATHCALCULABLE];34;7;9;3;
JRABSTRACTSCRIPTLET;34;7;9;3;
ONCEPERREQUESTFILTER;35;7;12;3;
CHARTFILLER;34;7;10;3;
[NGGBBEDFEATURE];34;7;9;3;
[COMPOSER];34;7;10;3;
ABSTRACTTAB;34;7;9;3;
[UNRETIREHANDLER];34;7;9;4;
COLUMN;34;7;9;3;
URLCLASSLOADER;118;29;22;4;
[FEATURESUPPORTREGISTRY];34;7;9;3;
COMMANDLINEUA;85;25;12;3;
ABSTRACTQUEUE;34;7;9;3;
ABSTRACTPROFILE;34;7;9;3;
ABSTRACTLONGFPSET;34;7;9;3;
[AGGREEMENTMEASURESUPPORTREGISTRY];34;7;9;3;
[TYPEFILTER];34;11;9;3;
[AUTHENTICATIONPROVIDER];34;7;9;3;
[VALIDATOR];114;35;16;4;
[ROWRENDERER];34;7;9;3;
[IHOURSGROUPHANDLER];52;11;9;3;
JCASFILEWRITER_IMPLBASE;152;62;28;6;
ROOTSTRATEGY;34;7;9;3;
ALLOCATIONROW;34;7;9;4;
[TEXTFILECREATOR];50;7;14;3;
TIMETRACKERSTATE;34;7;9;3;
[APPLICATIONCONTEXTAWARE];35;12;11;3;
[IITEMREUSESTRATEGY];34;7;9;3;
ABSTRACTTASK;34;7;12;3;
TASK;34;7;9;3;
CALENDARRENDERER;34;7;9;5;
ROUTEBUILDER;34;7;9;3;
[IVISITOR];34;7;9;3;
[EVALUATOR];53;11;11;3;
[APPLICATIONEVENTPUBLISHERHOLDER];34;7;9;3;
[FOOTERITEMREGISTRY];34;7;9;3;
[VEHICLESAVINGLOGIC];34;7;9;3;
[IUSERSBOOTSTRAPINDB];34;7;9;3;
[PLUGIN];46;13;14;4;
PERSONVALIDATOR;34;10;11;3;
HTTPSERVLETRESPONSEWRAPPER;34;7;9;3;
[PROJECTSETTINGSPANELREGISTRY];34;7;9;3;
[LOCALDATETIMEPROVIDER];34;7;9;3;
CREATESEQUENCEFILE;34;7;9;3;
[PARAMETRIZEDSTEP];34;7;9;3;
BASEHYPHENATEDIDENTIFIERVALIDATOR;34;7;9;3;
AJAXFORMSUBMITBEHAVIOR;34;7;9;3;
ASYNCTASK;58;14;16;3;
[ICONVERTERFACTORY];34;7;9;3;
[CUSTOMDATATYPEHANDLER];34;7;9;3;
[ICONNECTORBOOTSTRAP];34;7;9;3;
[INDEXABLE];34;26;20;3;
[AUTOCLOSEABLE];34;11;9;3;
APPENDERSKELETON;34;7;9;3;
USERNAMEPASSWORDTOKEN;34;7;9;3;
BASERDFIMPL;34;7;9;3;
[ERRORMESSAGE];34;7;9;3;
[JARDIFFCONSTANTS];120;33;13;4;
GENOTYPE;34;7;9;3;
[HTTPREQUESTEXECUTOR];34;7;15;3;
[URIUNIQFILTER.CRAWLURIRECEIVER];34;7;12;3;
APPLICATION;85;12;16;6;
RESOURCECOLLECTIONREADERBASE;73;26;12;4;
[TAGSETINITIALIZER];34;7;9;3;
JRDEFAULTSCRIPTLET;34;7;9;3;
CONCURRENTSKIPLISTMAP;34;7;9;3;
[USERSAVINGLOGIC];34;7;9;3;
ENTITY;36;8;9;3;
ABSTRACTSIMPLECOMMANDHANDLER;34;7;12;3;
[HEADERREQUESTSTRATEGY];34;7;9;3;
REFERENCE;34;7;9;3;
AGGREEMENTMEASURE_IMPLBASE;42;8;16;3;
[METHODBEFOREADVICE];62;20;16;6;
JOBDATA;34;7;9;3;
[ICALLBACKEVENT];34;7;9;3;
[TRANSFORMOPERATOR];34;7;9;3;
[MESSAGE];34;7;9;3;
[PROTOCOLCODECFACTORY];34;7;9;3;
REPLAYINGDECODER;57;10;15;4;
DECIDERULE;34;8;9;4;
RTPFLOW;34;7;9;3;
RESOURCETOOL;34;7;9;3;
[SCREENCAPTURESENDER];34;7;9;4;
BASEENCOUNTERVISITHANDLER;34;9;10;3;
[SAVEHANDLER];52;22;15;4;
[INTERCEPTOR];34;7;10;6;
[LAYERSUPPORTREGISTRY];34;7;9;3;
[IADAPTPLANNINGCOMMAND];34;7;9;3;
ABSTRACTMODULE;34;7;9;3;
CXFSERVLET;34;7;9;3;
[SYSTEMMESSAGEPROVIDE];34;7;9;3;
[COLLECTORFACTORY];34;7;9;3;
[IUSESSLOGHELPER];34;7;9;3;
[FULLTEXTSESSIONFACTORY];34;7;9;3;
SIMPLEDATEFORMAT;34;7;9;3;
[RDFPARSER];269;60;12;3;
[VALIDATIONRESULTBUILDER];34;7;9;3;
PYTHONTRANSFORMATIONTOKENVISTOR;34;7;9;3;
AJAXFORMCOMPONENTUPDATINGBEHAVIOR;34;7;9;3;
[COSTCENTERSAVINGLOGIC];34;7;9;3;
RUNINDEXWRAPPER;34;7;9;3;
[IPROFILEBOOTSTRAP];34;7;9;3;
[LAYERBEHAVIORREGISTRY];34;7;9;3;
ABSTRACTAJAXBEHAVIOR;34;7;9;3;
[INJECTORSOURCE];34;7;9;3;
QUEUETASKGENERATOR;34;7;9;3;
[ILOADCHARTDATA];34;7;9;3;
[MENUITEM];34;7;9;3;
[RECORDER];41;7;10;3;
DEFAULTAGREEMENTTRAITS;34;7;9;3;
[IDENTIFIERVALIDATOR];53;15;9;3;
[IDELETEMILESTONECOMMAND];34;7;9;3;
[RESOURCE];34;7;9;3;
[OBSERVER];34;7;9;3;
ABSTRACTINTERCEPTOR;64;17;22;4;
[CUSTOMDATATYPE];34;7;9;3;
[LOGICALOPERATOR];34;7;9;3;
[JOB];34;7;13;3;
BLOOMFILTER;34;7;9;3;
[IADVANCEDALLOCATIONCOMMAND];34;7;9;3;
EVENTQUEUE;34;7;14;3;
REDISAWARECOMMUNICATOR;34;7;9;3;
STATELESSLINK;34;7;9;3;
[SEGFEATURE];34;7;9;3;
[PLUGIN| CONVERSATIONHANDLER];67;24;12;4;
NODE;34;11;9;3;
SIMPLEFORMATTER;37;7;9;3;
REENTRANTWRITERPREFERENCEREADWRITELOCK;34;7;9;3;
[AUTHENTICATOR];34;12;9;3;
RDFGENERATOR;81;14;21;13;
[DBKEY];34;7;9;3;
CHARTRESULT;34;7;9;3;
[JSONIZABLE];65;23;14;9;
[BANNER];34;7;9;3;
[TEMPLATETERMSETPOPULATORSTRATEGY];34;7;9;3;
PROVIDER;34;7;9;3;
SOURCE;40;11;17;5;
ABSTRACTVCFREADER;50;18;13;7;
INDEXER;34;7;9;5;
MENUITEM;34;7;9;3;
[COLLECTOR];34;7;9;3;
CALL;34;9;9;4;
[BLOCKFILESYSTEM];34;7;9;3;
ABSTRACTJDBCUTIL;34;7;9;8;
[ICALENDARBOOTSTRAP];34;7;9;3;
TREENODEONLIST;34;7;9;3;
MESSAGEBODY;34;7;9;3;
BUTTON;34;7;9;3;
EXCEPTION;34;7;9;3;
UPDATEVISITOR;55;7;14;5;
SERIALIZINGCUSTOMDATATYPE;34;7;9;3;
[PROJECTSETTINGSPANELFACTORY];34;7;9;3;
[IEXPORTTIMESHEETSTOTIM];41;8;18;3;
[BRATPROPERTIES];34;7;9;3;
RECRAWLDATASCHEMABASE;45;13;13;3;
DEFAULTWEBSECURITYMANAGER;34;7;9;3;
[HTTPCLIENT];145;56;12;3;
SORTABLEDATAPROVIDER;34;7;9;3;
[FUNCTION];34;7;9;3;
JLABEL;34;7;9;5;
[TRANSCODER];52;8;9;6;
RENDERER_IMPLBASE;59;15;26;7;
AJAXBUTTON;34;7;9;3;
[ISUBCONTRACTCOMMAND];34;7;9;3;
RESPONSEBODYEMITTER;34;7;9;3;
[IWORKREPORTTYPEBOOTSTRAP];34;7;9;3;
DEFAULTHANDLER;47;15;9;4;
[GLOBALINTERCEPTOR];34;7;9;3;
[COMPARATORDISPATCHER];34;7;10;3;
[METHODINTERCEPTOR];83;27;21;3;
[X509KEYMANAGER];34;7;9;3;
[ENTRY];34;7;9;3;
ORDERVALIDATOR;34;11;9;3;
ALLOCATIONSPEC;34;7;9;3;
AVRORECORDREADERBASE;34;7;9;3;
GENERICFORWARDCOMPOSER;34;7;9;3;
PYTHONTRANSFORMATIONTOKEN;34;7;9;3;
[IREASSIGNCOMMAND];34;7;9;3;
KARMAMETADATA;40;11;9;3;
MODALWINDOW;34;7;9;3;
[SLACKWEBAPICLIENT];34;7;9;6;
ANNOTATIONSIDEBARFACTORY_IMPLBASE;34;7;9;5;
[ANNOTATIONEDITORREGISTRY];34;7;9;3;
JSONDESERIALIZER;60;28;9;3;
[ITASKPROPERTIESCOMMAND];34;7;9;3;
DEFAULTTREECELLRENDERER;34;7;9;7;
LOGCALLBACK;34;9;9;3;
CHARACTERESCAPES;34;7;9;3;
[CLOSEABLETRIBBLEITERATOR];34;7;12;3;
TEXTINPUTFORMAT;34;12;9;3;
LESSRESOURCEREFERENCE;34;7;9;3;
[CONVERTER];34;7;9;3;
[IDETAILITEMMODIFIER];34;10;9;3;
[COMPLETIONAWAREAGGREGATIONSTRATEGY];34;7;9;3;
CUMULATIVEPROTOCOLDECODER;34;7;10;3;
WEBELEMENTSLOCATORPARAMS;34;7;9;3;
[UICOMPONENT];35;8;10;3;
[ITERATOR];34;7;9;3;
[YESNOKEYPROVIDE];34;7;9;3;
VIEW;78;15;15;4;
FRAMEGRABBER;134;46;16;4;
W3CHTML5COMPARATORJOB;34;7;11;3;
[LONGFPSET];34;7;9;3;
[FILEDISTRIBUTIONSTRATEGY];34;7;9;3;
[IFINDER];34;7;9;3;
WICKETBOOTSECUREDWEBAPPLICATION;34;7;9;3;
DNDSIMPLEINFO;34;7;9;3;
[IORDERRESOURCELOADCALCULATOR];34;7;9;3;
BASESIPRESPONSES;34;7;9;3;
LABEL;34;7;9;3;
ABSTRACTFILEDISTRIBUTIONSTRATEGY;34;7;9;3;
KRYO;38;9;15;4;
JTABLE;34;7;9;6;
[CALCULATOR];34;9;11;3;
[IMULTIPLEFILTERSFINDER];34;7;9;3;
ROBOTSPOLICY;34;7;9;3;
[ICRITERIONTYPEPROVIDER];34;7;9;3;
[GROUPDELETINGLOGIC];34;7;9;3;
[ICRITERIONTYPE];34;7;9;3;
STYLEDEDITORKIT;34;7;9;3;
[JOBREGISTRY];34;7;9;3;
ASARRAYSERIALIZERBASE;34;7;12;4;
[LAYERBEHAVIOR];34;7;9;5;
SERVERCACHE;34;7;9;3;
BASECOMPOMENT;34;7;9;3;
FORMATTER;55;12;14;3;
[MANAGERCONNECTION];34;7;9;3;
ABSTRACTHANDLER;54;11;17;3;
GFFFEATURE;34;7;9;3;
[READSOURCE];34;7;9;3;
SHEETASSOCIATION;34;7;9;3;
FPMERGEURIUNIQFILTER;34;7;12;3;
[FORMATSUPPORT];50;14;14;3;
[PERIODSAVINGLOGIC];34;7;9;3;
[STRINGBRIDGE];34;7;9;3;
[SCREENSHARER];34;7;9;4;
[DOSINGINSTRUCTIONS];34;7;9;3;
[IMONEYCOSTCALCULATOR];34;7;9;3;
ENVIRONMENT;34;7;9;3;
[X509TRUSTMANAGER];34;7;9;3;
HASHTABLE;42;7;9;3;
HTTPSERVLET;68;13;16;3;
[JMSCONNECTION];34;7;9;3;
MAPPLAN;34;7;9;4;
[IEDITTASKUTILITIES];34;7;9;3;
JDBCUSERDETAILSMANAGER;34;7;9;3;
TEMPLATETERMSETPOPULATORPLAN;42;8;15;3;
QUEUEPRECEDENCEPOLICY;34;7;9;3;
[INEWOBJECT];34;7;9;3;
HOURSGROUPHANDLER;34;7;9;3;
MULTIPLEFILTERSFINDER;34;7;9;3;
WIDGET;34;7;9;3;
[PROXYSERVERWRAPPER];34;7;14;3;
SCALARSERIALIZERBASE;34;7;9;3;
SEEDMODULE;34;7;9;3;
BEHAVIOR;34;7;9;3;
REPORT;37;7;12;3;
[ICHARTFILLER];34;7;9;4;
MODECASE;34;7;9;3;
[ILABELBOOTSTRAP];34;7;9;3;
[JARDIFFCONSTANTS| PATCHER];72;12;17;4;
LISTCHOICE;34;7;9;4;
JAVASCRIPTRESOURCEREFERENCE;34;7;14;3;
[PROPERTYEDITOR];34;7;9;3;
HTTPSERVLETREQUESTWRAPPER;34;7;9;3;
GJVOIDDEPTHFIRST;34;7;9;3;
REGEXEXPANSION;34;7;9;3;
[MENUITEMREGISTRY];34;7;9;3;
DIRECTORY;34;7;9;3;
[ENCOUNTERVISITHANDLER];34;7;9;3;
[BRATMETRICS];34;7;9;4;
ABSTRACTOUTBOUNDPIPELINEFACTORY;34;7;9;3;
[ICALENDARALLOCATIONCOMMAND];34;7;9;3;
R2RMLMAPPING;34;7;9;3;
[IHASTASKASSOCIATED];34;7;9;3;
[RUN];34;7;9;3;
[TRANSFERENCESAVINGLOGIC];34;7;9;3;
BASESIPMETHODS;34;7;9;3;
BANDBOXFINDER;34;7;9;3;
COLLECTIONPART;34;7;9;5;
[OPERAND];34;8;9;3;
[EXPECTEDCONDITION];34;7;9;3;
[IEXECUTORRETRIEVER];34;7;9;3;
[CLIENTMESSAGE];34;7;9;3;
FEEDBACKPANEL;34;7;9;3;
TEXTBOX;34;7;9;3;
OPERATIONSTATUS;34;7;9;3;
[REVISITPROFILE];34;7;9;3;
ABSTRACTUSERDETAILSAUTHENTICATIONPROVIDER;37;10;11;3;
[TOMCATCONFIGURER];34;7;9;3;
[PATHITERATOR];103;19;9;3;
X509EXTENDEDTRUSTMANAGER;34;7;9;3;
JAPPLET;35;12;10;3;
[REALMCONFIGURATION];34;7;9;3;
[PREDICATE];34;7;9;3;
LOG;34;7;9;4;
JTEXTAREA;34;7;9;6;
FIELD;34;7;9;3;
CRITERIONREQUIREMENTHANDLER;34;7;9;3;
[DELAYED];34;7;9;3;
ABSTRACTWIGPROCESSOR;35;7;23;4;
[ICONTEXTWITHPLANNERTASK];34;7;9;3;
[RETIREHANDLER];34;7;9;4;
[IORDERIMPORTER];34;8;15;3;
[SMARTLIFECYCLE];34;7;10;5;
[URIERRORLOGGERMODULE];34;7;9;3;
HANDLER;34;7;9;3;
[IMAGERESIZER];34;7;11;3;
[FIXEDMOVEMENTDELETINGLOGIC];34;7;9;3;
DISPATCHERSERVLET;34;7;9;3;
WEBMARKUPCONTAINER;68;18;20;7;
[CUSTOMTASKCHANGE];115;20;29;3;
[PERIODDELETINGLOGIC];34;7;9;3;
OBJECTMAPPER;34;7;9;3;
ASCIIFEATURECODEC;65;7;12;3;
[COMPARATORJOB];34;7;16;3;
ABSTRACTEXECUTIONAWAREREQUEST;34;7;9;3;
IMPORT;50;12;15;5;
LINKEDHASHMAP;150;58;12;4;
[DATAFILTERFACTORY];34;7;9;3;
[FILTERCHAIN];34;7;9;3;
VOICECONFERENCEEVENT;34;7;9;3;
[AUTHPROVIDER];34;7;9;3;
[ORDERNUMBERGENERATOR];34;7;9;3;
COMBOBOX;34;7;9;3;
SIMPLEBINDINGS;34;7;9;3;
AJAXTABBEDPANEL;34;7;9;3;
[WALLETSAVINGLOGIC| WALLETUPDATINGLOGIC];34;7;9;3;
TYPESAFEMATCHER;34;7;9;3;
ARRAYLIST;145;50;9;7;
FILEINPUTFORMAT;34;7;9;3;
GRID;34;7;9;3;
MODEL;52;11;14;3;
[ISUMCHARGEDEFFORTRECALCULATOR];34;7;9;3;
ABSTRACTVERTICLE;78;11;20;3;
CSSRESOURCEREFERENCE;34;7;9;3;
SEQUENCEFILEASTEXTINPUTFORMAT;34;7;9;3;
[COSTCENTERUPDATINGLOGIC];34;7;9;3;
AJAXFORMCHOICECOMPONENTUPDATINGBEHAVIOR;34;7;9;3;
[MARKER];34;7;9;3;
BASEOPENMRSOBJECT;34;8;9;3;
[LIFECYCLE];34;7;9;3;
TIMERTASK;34;7;9;3;
[ISCENARIOSBOOTSTRAP];34;7;9;3;
CUSTOMTOOLTIPBEHAVIOR;34;7;9;3;
[ITYPEOFWORKHOURSBOOTSTRAP];34;7;9;3;
[IJIRATIMESHEETSYNCHRONIZER];44;10;14;4;
[LISTITEMRENDERER];34;7;9;3;
[USERDETAILSPROVIDER];34;7;9;3;
[ICALENDAR];34;7;9;3;
[APPLICATION];221;56;35;4;
[WEBCOMMUNICATIONWRAPPER];34;7;9;3;
[UNVOIDHANDLER];34;12;15;4;
[ICONTEXT];34;7;11;3;
[CARDDELETINGLOGIC];34;7;9;3;
[TOKENPARSER];34;7;9;3;
[IEVENTSMESSAGEBUS];34;7;9;3;
[ICALENDARIMPORTER];34;8;11;3;
JWINDOW;34;7;9;3;
KR2RMLRDFWRITER;43;12;11;6;
[RESOURCEACCESSOR];34;7;9;3;
[PERIODMOVEMENTDELETINGLOGIC];34;7;9;3;
ABSTRACTFRONTIER;105;11;14;3;
UDF;34;10;9;5;
[JSONDESERIALIZER];34;7;10;3;
[VCFREADER];34;7;9;4;
[PROCESSOR];34;7;9;3;
SERVICE;40;9;14;4;
